Origin,Destination,6E Flight Number,Departure (Local Time),Arrival (Local Time),Via,Days of Operations,Effective From,Effective To
Mumbai (BOM),Vadodara (BDQ),567,06:25,07:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Vadodara (BDQ),339,15:30,16:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),848,00:10,02:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),199,06:05,07:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),715,07:30,09:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),236,09:30,11:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),6939,12:40,14:20,,Except Tue,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),6939,13:30,15:15,,Every Tue,20-Feb-18,20-Mar-18
Mumbai (BOM),Bengaluru (BLR),3177,15:45,17:25,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),5533,17:20,19:00,,Except Tue,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),463,17:45,19:30,,Except Sun,19-Feb-18,26-Feb-18
Mumbai (BOM),Bengaluru (BLR),463,17:45,19:30,,Every Sun,25-Feb-18,18-Mar-18
Mumbai (BOM),Bengaluru (BLR),463,17:45,19:30,,Except Sun,27-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),799,19:05,20:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),949,20:35,22:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),825,21:30,23:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bengaluru (BLR),565,22:30,00:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kozhikode (CCJ),129,20:20,22:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),6749,07:35,10:20,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),321,09:15,12:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),323,11:30,14:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),395,17:55,20:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),5153,20:05,22:45,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Kolkata (CCU),5153,21:05,23:45,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Kolkata (CCU),587,21:55,00:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Coimbatore (CJB),375,11:55,13:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Coimbatore (CJB),6313,21:10,23:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kochi (COK),568,09:40,11:40,,Every Tue,20-Feb-18,20-Mar-18
Mumbai (BOM),Kochi (COK),214,11:15,13:20,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kochi (COK),223,13:25,15:30,,Except Tue,19-Feb-18,24-Mar-18
Mumbai (BOM),Kochi (COK),755,18:55,21:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Kochi (COK),185,23:15,01:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),6489,00:15,02:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),154,01:50,04:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),3612,06:00,08:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),917,07:50,10:10,,Every Thu,22-Feb-18,22-Feb-18
Mumbai (BOM),Delhi (DEL),917,07:50,10:10,,"Every Wed, Fri",02-Mar-18,07-Mar-18
Mumbai (BOM),Delhi (DEL),917,07:50,10:10,,Every Thu,15-Mar-18,22-Mar-18
Mumbai (BOM),Delhi (DEL),964,07:50,10:10,,Except Thu,19-Feb-18,25-Feb-18
Mumbai (BOM),Delhi (DEL),964,07:50,10:10,,"Except Fri, Sun",26-Feb-18,03-Mar-18
Mumbai (BOM),Delhi (DEL),964,07:50,10:10,,Every Sun,04-Mar-18,18-Mar-18
Mumbai (BOM),Delhi (DEL),964,07:50,10:10,,"Except Wed, Sun",05-Mar-18,10-Mar-18
Mumbai (BOM),Delhi (DEL),964,07:50,10:10,,"Except Thu, Sun",12-Mar-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),205,08:25,10:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),5126,09:30,11:45,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Delhi (DEL),5126,09:30,11:50,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),298,10:55,13:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),168,12:40,15:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),176,13:30,15:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),5448,14:30,16:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),5097,15:15,17:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),174,16:15,18:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),956,17:45,20:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),439,18:50,21:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),841,19:55,22:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),248,20:40,23:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Delhi (DEL),198,22:20,00:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Doha (DOH),1709,11:20,12:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Dubai (DXB),63,08:30,10:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Dubai (DXB),61,18:40,20:25,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Guwahati (GAU),958,07:45,10:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Guwahati (GAU),813,16:40,19:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Goa (GOI),179,11:25,12:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Goa (GOI),5924,12:45,14:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Goa (GOI),711,13:50,15:20,,Except Tue,19-Feb-18,24-Mar-18
Mumbai (BOM),Goa (GOI),419,15:15,16:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Goa (GOI),981,15:45,17:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),272,01:40,03:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),461,06:20,07:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),366,09:10,10:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),821,12:00,13:25,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),264,15:20,16:45,,Except Sun,19-Feb-18,26-Feb-18
Mumbai (BOM),Hyderabad (HYD),264,15:20,16:45,,Every Sun,25-Feb-18,18-Mar-18
Mumbai (BOM),Hyderabad (HYD),264,15:20,16:45,,Except Sun,27-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),834,16:55,18:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),628,18:55,20:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),254,20:05,21:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Hyderabad (HYD),234,21:25,22:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Indore (IDR),496,10:35,12:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Indore (IDR),181,12:00,13:05,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Indore (IDR),181,12:15,13:25,,Every Sun,25-Feb-18,25-Feb-18
Mumbai (BOM),Indore (IDR),741,14:55,16:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Indore (IDR),225,19:25,20:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chandigarh (IXC),495,09:20,11:45,,Except Sun,27-Feb-18,24-Mar-18
Mumbai (BOM),Chandigarh (IXC),464,11:40,14:05,,Except Sun,27-Feb-18,24-Mar-18
Mumbai (BOM),Mangalore (IXE),568,09:40,11:30,,Except Tue,19-Feb-18,24-Mar-18
Mumbai (BOM),Mangalore (IXE),223,13:55,15:35,,Every Tue,20-Feb-18,20-Mar-18
Mumbai (BOM),Mangalore (IXE),6621,15:55,17:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Jammu (IXJ),559,11:00,13:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Jaipur (JAI),207,05:25,07:20,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Jaipur (JAI),495,09:20,11:30,,Except Sun,19-Feb-18,26-Feb-18
Mumbai (BOM),Jaipur (JAI),504,17:15,19:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Jaipur (JAI),217,19:50,21:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Lucknow (LKO),464,11:40,14:00,,Except Sun,19-Feb-18,26-Feb-18
Mumbai (BOM),Lucknow (LKO),464,11:50,14:15,,Every Sun,25-Feb-18,18-Mar-18
Mumbai (BOM),Lucknow (LKO),342,14:25,16:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Lucknow (LKO),6446,17:25,19:25,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Lucknow (LKO),6446,19:35,21:50,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Chennai (MAA),386,00:20,02:20,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chennai (MAA),229,06:10,08:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chennai (MAA),3834,09:45,11:45,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chennai (MAA),768,14:40,16:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chennai (MAA),675,19:30,21:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Chennai (MAA),459,21:05,23:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Muscat (MCT),81,20:15,21:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Nagpur (NAG),482,08:30,10:00,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Nagpur (NAG),403,15:55,17:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Patna (PAT),787,12:25,14:55,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Raipur (RPR),801,09:25,11:15,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Raipur (RPR),495,09:35,11:25,,Every Sun,25-Feb-18,18-Mar-18
Mumbai (BOM),Raipur (RPR),324,14:35,16:25,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Thiruvananthapuram (TRV),957,14:15,16:30,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Udaipur (UDR),749,12:20,13:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Udaipur (UDR),764,17:25,18:50,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Udaipur (UDR),764,19:10,20:30,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Varanasi (VNS),578,12:10,14:20,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Varanasi (VNS),712,16:45,19:00,,Daily,19-Feb-18,24-Mar-18
Kozhikode (CCJ),Mumbai (BOM),5448,11:40,13:35,,Daily,19-Feb-18,24-Mar-18
Kozhikode (CCJ),Doha (DOH),1711,11:50,14:10,,Daily,19-Feb-18,24-Mar-18
Kozhikode (CCJ),Dubai (DXB),88,01:45,04:25,,Daily,19-Feb-18,24-Mar-18
Kozhikode (CCJ),Muscat (MCT),1303,19:05,21:25,,Daily,19-Feb-18,24-Mar-18
Kozhikode (CCJ),Sharjah (SHJ),1403,05:55,08:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Ahmedabad (AMD),202,12:50,15:40,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Ahmedabad (AMD),674,18:35,21:25,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Ahmedabad (AMD),362,22:40,01:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bhubaneswar (BBI),375,07:10,08:15,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bhubaneswar (BBI),512,11:45,12:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bhubaneswar (BBI),3869,19:25,20:30,,Except Tue,19-Feb-18,24-Mar-18
Kolkata (CCU),Bhubaneswar (BBI),3869,19:45,20:55,,Every Tue,20-Feb-18,20-Mar-18
Kolkata (CCU),Bangkok (BKK),75,10:10,14:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bangkok (BKK),77,20:45,01:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),379,05:30,08:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),491,08:40,10:55,,Every Tue,20-Feb-18,20-Feb-18
Kolkata (CCU),Bengaluru (BLR),345,09:30,12:10,,Except Tue,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),491,09:55,13:00,,"Except Tue, Sun",19-Feb-18,26-Feb-18
Kolkata (CCU),Bengaluru (BLR),822,11:30,14:10,,Except Tue,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),958,14:25,17:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),994,15:10,17:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),6965,15:20,18:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),875,17:15,19:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),342,20:25,23:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),716,21:25,00:10,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bengaluru (BLR),506,22:25,01:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),318,05:35,08:35,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),496,07:00,10:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),429,10:55,14:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),326,14:35,17:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),596,17:00,20:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Mumbai (BOM),961,21:30,00:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),474,06:05,08:35,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),5324,07:05,09:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),854,08:50,11:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),918,09:45,12:25,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),6488,11:50,14:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),6616,13:05,15:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),417,14:50,17:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),206,16:50,19:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),974,19:10,21:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),476,20:20,22:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Delhi (DEL),224,21:45,00:15,,Except Tue,19-Feb-18,24-Mar-18
Kolkata (CCU),Dibrugarh (DIB),591,12:30,14:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Dimapur (DMU),377,10:35,12:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),3955,05:35,07:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),623,06:45,08:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),207,10:40,11:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),321,12:40,13:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),244,14:15,15:45,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),244,15:00,16:10,,"Except Thu, Fri",24-Feb-18,28-Feb-18
Kolkata (CCU),Guwahati (GAU),627,15:00,16:10,,"Except Sat, Sun",19-Feb-18,23-Feb-18
Kolkata (CCU),Guwahati (GAU),292,15:50,17:10,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Guwahati (GAU),292,18:20,19:30,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Guwahati (GAU),573,19:55,21:25,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Goa (GOI),634,11:25,14:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),788,05:40,08:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),274,14:10,16:20,,Except Sun,19-Feb-18,26-Feb-18
Kolkata (CCU),Hyderabad (HYD),886,15:15,17:35,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),914,17:40,19:55,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),373,19:20,21:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),725,20:40,22:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),3248,22:00,00:30,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Hyderabad (HYD),6248,22:30,00:45,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Imphal (IMF),6523,09:05,10:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Imphal (IMF),6114,11:35,12:50,,"Except Mon, Thu, Sat",20-Feb-18,23-Mar-18
Kolkata (CCU),Imphal (IMF),874,13:30,14:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),139,07:30,08:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),861,08:45,09:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),358,11:35,12:25,,"Every Mon, Thu, Sat",19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),973,12:55,14:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),892,14:30,15:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),374,16:10,17:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Agartala (IXA),276,17:55,18:55,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bagdogra (IXB),797,10:50,12:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bagdogra (IXB),433,13:50,15:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Bagdogra (IXB),5401,16:30,17:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Ranchi (IXR),344,11:40,12:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Ranchi (IXR),997,17:50,18:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Port Blair (IXZ),972,06:15,08:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Port Blair (IXZ),282,07:35,09:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Jaipur (JAI),238,05:00,07:30,,Daily,19-Feb-18,04-Mar-18
Kolkata (CCU),Jaipur (JAI),238,05:00,07:30,,Daily,05-Mar-18,24-Mar-18
Kolkata (CCU),Jaipur (JAI),6204,14:20,16:55,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Jaipur (JAI),394,15:50,18:05,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Jaipur (JAI),832,21:00,23:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Lucknow (LKO),844,04:40,06:20,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Lucknow (LKO),856,18:35,20:25,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),271,06:00,08:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),563,08:15,10:40,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),822,11:30,14:10,,Every Tue,20-Feb-18,20-Mar-18
Kolkata (CCU),Chennai (MAA),275,14:05,16:35,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),3326,16:15,19:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),192,18:05,20:25,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),534,18:20,20:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Chennai (MAA),291,19:30,21:55,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Chennai (MAA),291,21:50,00:15,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Nagpur (NAG),404,18:00,20:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Patna (PAT),339,09:20,10:30,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Patna (PAT),811,11:45,13:00,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Patna (PAT),633,14:30,15:50,,Daily,01-Mar-18,24-Mar-18
Kolkata (CCU),Patna (PAT),633,18:30,19:45,,Daily,19-Feb-18,28-Feb-18
Kolkata (CCU),Pune (PNQ),794,19:10,21:55,,Every Sat,24-Feb-18,24-Mar-18
Kolkata (CCU),Pune (PNQ),794,19:15,22:00,,Except Sat,19-Feb-18,23-Mar-18
Kolkata (CCU),Pune (PNQ),277,21:05,23:50,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Raipur (RPR),245,06:35,08:05,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Raipur (RPR),708,15:15,16:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Varanasi (VNS),713,08:20,09:45,,Daily,19-Feb-18,24-Mar-18
Kolkata (CCU),Visakhapatnam (VTZ),833,10:30,12:10,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Bengaluru (BLR),312,09:40,10:40,,Every Tue,20-Feb-18,20-Mar-18
Coimbatore (CJB),Bengaluru (BLR),347,14:30,15:30,,Except Tue,19-Feb-18,24-Mar-18
Coimbatore (CJB),Bengaluru (BLR),347,18:10,19:20,,Every Tue,20-Feb-18,20-Mar-18
Coimbatore (CJB),Bengaluru (BLR),355,21:00,21:45,,Except Tue,19-Feb-18,24-Mar-18
Coimbatore (CJB),Mumbai (BOM),453,07:55,09:50,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Mumbai (BOM),598,14:20,16:20,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Delhi (DEL),985,11:20,14:25,,Except Sun,19-Feb-18,24-Mar-18
Coimbatore (CJB),Delhi (DEL),985,11:20,14:20,,Every Sun,25-Feb-18,18-Mar-18
Coimbatore (CJB),Delhi (DEL),396,19:00,22:00,,Daily,19-Feb-18,28-Feb-18
Coimbatore (CJB),Delhi (DEL),396,19:00,21:55,,Daily,01-Mar-18,24-Mar-18
Coimbatore (CJB),Hyderabad (HYD),752,11:15,12:40,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Hyderabad (HYD),779,22:45,00:15,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Chennai (MAA),892,10:00,11:00,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Chennai (MAA),237,14:30,15:35,,Every Tue,20-Feb-18,20-Mar-18
Coimbatore (CJB),Chennai (MAA),882,15:45,16:45,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Chennai (MAA),3752,17:00,18:05,,Daily,19-Feb-18,24-Mar-18
Coimbatore (CJB),Chennai (MAA),6364,23:35,00:35,,Daily,19-Feb-18,24-Mar-18
Colombo (CMB),Bengaluru (BLR),1206,12:30,14:00,,Every Wed,21-Feb-18,21-Mar-18
Colombo (CMB),Bengaluru (BLR),1206,14:25,15:55,,Except Wed,19-Feb-18,24-Mar-18
Colombo (CMB),Chennai (MAA),1212,06:30,07:55,,Every Wed,21-Feb-18,21-Mar-18
Colombo (CMB),Chennai (MAA),1202,09:15,11:00,,Except Wed,19-Feb-18,24-Mar-18
Colombo (CMB),Chennai (MAA),1204,20:30,21:55,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),521,05:30,06:35,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),537,08:25,09:30,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),172,10:40,11:45,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),369,12:45,13:50,,Except Tue,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),369,13:55,15:05,,Every Tue,20-Feb-18,20-Mar-18
Kochi (COK),Bengaluru (BLR),528,15:25,16:30,,Except Tue,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),349,18:05,19:05,,Except Tue,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),412,20:45,21:50,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Bengaluru (BLR),349,21:25,22:40,,Every Tue,20-Feb-18,20-Mar-18
Kochi (COK),Bengaluru (BLR),709,23:20,00:30,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Mumbai (BOM),184,02:20,04:25,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Mumbai (BOM),298,08:00,10:05,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Mumbai (BOM),439,12:10,14:10,,Every Tue,20-Feb-18,20-Mar-18
Kochi (COK),Mumbai (BOM),215,13:50,15:50,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Mumbai (BOM),439,16:00,18:05,,Except Tue,19-Feb-18,24-Mar-18
Kochi (COK),Delhi (DEL),837,02:15,05:30,,"Every Wed, Fri, Sun",21-Feb-18,23-Mar-18
Kochi (COK),Delhi (DEL),837,02:20,05:35,,Every Sun,25-Mar-18,25-Mar-18
Kochi (COK),Delhi (DEL),516,06:25,09:35,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Delhi (DEL),706,19:40,22:55,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Doha (DOH),1703,18:50,21:00,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Dubai (DXB),71,01:40,04:15,,Except Sun,27-Feb-18,10-Mar-18
